"ts","enso1","year","month","time","enso2"
1960.29,0.0854454,1960,4,"1960-4-15 00:00:00",0
1960.38,0.14348,1960,5,"1960-5-15 00:00:00",0
1960.46,-0.105446,1960,6,"1960-6-15 00:00:00",0
1960.54,-0.127686,1960,7,"1960-7-15 00:00:00",0
1960.62,0.0911446,1960,8,"1960-8-15 00:00:00",0
1960.71,0.0979366,1960,9,"1960-9-15 00:00:00",0
1961.79,-0.662283,1961,10,"1961-10-15 00:00:00",-1
1961.88,-0.122974,1961,11,"1961-11-15 00:00:00",0
1961.04,-0.0999393,1961,1,"1961-1-15 00:00:00",0
1961.96,-0.260748,1961,12,"1961-12-15 00:00:00",0
1961.12,0.0587463,1961,2,"1961-2-15 00:00:00",0
1961.21,-0.0367889,1961,3,"1961-3-15 00:00:00",0
1961.29,0.211964,1961,4,"1961-4-15 00:00:00",0
1961.38,0.0840111,1961,5,"1961-5-15 00:00:00",0
1961.46,0.197765,1961,6,"1961-6-15 00:00:00",0
1961.54,-0.204876,1961,7,"1961-7-15 00:00:00",0
1961.62,-0.173784,1961,8,"1961-8-15 00:00:00",0
1961.71,-0.467764,1961,9,"1961-9-15 00:00:00",0
1962.79,-0.272802,1962,10,"1962-10-15 00:00:00",0
1962.88,-0.371834,1962,11,"1962-11-15 00:00:00",0
1962.04,-0.179089,1962,1,"1962-1-15 00:00:00",0
1962.96,-0.473658,1962,12,"1962-12-15 00:00:00",0
1962.12,-0.135523,1962,2,"1962-2-15 00:00:00",0
1962.21,-0.35186,1962,3,"1962-3-15 00:00:00",0
1962.29,-0.250385,1962,4,"1962-4-15 00:00:00",0
1962.38,-0.33931,1962,5,"1962-5-15 00:00:00",0
1962.46,-0.129566,1962,6,"1962-6-15 00:00:00",0
1962.54,-0.183516,1962,7,"1962-7-15 00:00:00",0
1962.62,-0.0403557,1962,8,"1962-8-15 00:00:00",0
1962.71,-0.500454,1962,9,"1962-9-15 00:00:00",-1
1963.79,0.888727,1963,10,"1963-10-15 00:00:00",1
1963.88,0.810726,1963,11,"1963-11-15 00:00:00",1
1963.04,-0.26597,1963,1,"1963-1-15 00:00:00",0
1963.96,1.07607,1963,12,"1963-12-15 00:00:00",1
1963.12,-0.240143,1963,2,"1963-2-15 00:00:00",0
1963.21,0.00251961,1963,3,"1963-3-15 00:00:00",0
1963.29,0.0222549,1963,4,"1963-4-15 00:00:00",0
1963.38,0.0873413,1963,5,"1963-5-15 00:00:00",0
1963.46,0.228235,1963,6,"1963-6-15 00:00:00",0
1963.54,0.850044,1963,7,"1963-7-15 00:00:00",1
1963.62,0.994085,1963,8,"1963-8-15 00:00:00",1
1963.71,0.711416,1963,9,"1963-9-15 00:00:00",1
1964.79,-0.944202,1964,10,"1964-10-15 00:00:00",-1
1964.88,-1.04063,1964,11,"1964-11-15 00:00:00",-1
1964.04,0.809841,1964,1,"1964-1-15 00:00:00",1
1964.96,-1.05623,1964,12,"1964-12-15 00:00:00",-1
1964.12,0.560446,1964,2,"1964-2-15 00:00:00",1
1964.21,-0.11146,1964,3,"1964-3-15 00:00:00",0
1964.29,-0.465546,1964,4,"1964-4-15 00:00:00",0
1964.38,-0.659479,1964,5,"1964-5-15 00:00:00",-1
1964.46,-0.791246,1964,6,"1964-6-15 00:00:00",-1
1964.54,-0.523077,1964,7,"1964-7-15 00:00:00",-1
1964.62,-0.671455,1964,8,"1964-8-15 00:00:00",-1
1964.71,-0.865133,1964,9,"1964-9-15 00:00:00",-1
1965.79,1.67241,1965,10,"1965-10-15 00:00:00",2
1965.88,1.6187,1965,11,"1965-11-15 00:00:00",2
1965.04,-0.524239,1965,1,"1965-1-15 00:00:00",-1
1965.96,1.47551,1965,12,"1965-12-15 00:00:00",1
1965.12,-0.343134,1965,2,"1965-2-15 00:00:00",0
1965.21,-0.284939,1965,3,"1965-3-15 00:00:00",0
1965.29,-0.0134048,1965,4,"1965-4-15 00:00:00",0
1965.38,0.27409,1965,5,"1965-5-15 00:00:00",0
1965.46,0.548325,1965,6,"1965-6-15 00:00:00",1
1965.54,0.927654,1965,7,"1965-7-15 00:00:00",1
1965.62,1.34011,1965,8,"1965-8-15 00:00:00",1
1965.71,1.32205,1965,9,"1965-9-15 00:00:00",1
1966.79,-0.000812531,1966,10,"1966-10-15 00:00:00",0
1966.88,-0.314735,1966,11,"1966-11-15 00:00:00",0
1966.04,1.18368,1966,1,"1966-1-15 00:00:00",1
1966.96,-0.248568,1966,12,"1966-12-15 00:00:00",0
1966.12,0.847126,1966,2,"1966-2-15 00:00:00",1
1966.21,0.861921,1966,3,"1966-3-15 00:00:00",1
1966.29,0.618855,1966,4,"1966-4-15 00:00:00",1
1966.38,0.0188599,1966,5,"1966-5-15 00:00:00",0
1966.46,0.221054,1966,6,"1966-6-15 00:00:00",0
1966.54,0.337473,1966,7,"1966-7-15 00:00:00",0
1966.62,-0.0289059,1966,8,"1966-8-15 00:00:00",0
1966.71,-0.00325394,1966,9,"1966-9-15 00:00:00",0
1967.79,-0.336832,1967,10,"1967-10-15 00:00:00",0
1967.88,-0.282515,1967,11,"1967-11-15 00:00:00",0
1967.04,-0.49505,1967,1,"1967-1-15 00:00:00",0
1967.96,-0.341688,1967,12,"1967-12-15 00:00:00",0
1967.12,-0.541714,1967,2,"1967-2-15 00:00:00",-1
1967.21,-0.41239,1967,3,"1967-3-15 00:00:00",0
1967.29,-0.459175,1967,4,"1967-4-15 00:00:00",0
1967.38,-0.156359,1967,5,"1967-5-15 00:00:00",0
1967.46,-0.0294952,1967,6,"1967-6-15 00:00:00",0
1967.54,0.0116043,1967,7,"1967-7-15 00:00:00",0
1967.62,-0.224014,1967,8,"1967-8-15 00:00:00",0
1967.71,-0.531605,1967,9,"1967-9-15 00:00:00",-1
1968.79,0.370777,1968,10,"1968-10-15 00:00:00",0
1968.88,0.826355,1968,11,"1968-11-15 00:00:00",1
1968.04,-0.568039,1968,1,"1968-1-15 00:00:00",-1
1968.96,0.782343,1968,12,"1968-12-15 00:00:00",1
1968.12,-0.744883,1968,2,"1968-2-15 00:00:00",-1
1968.21,-0.71748,1968,3,"1968-3-15 00:00:00",-1
1968.29,-0.398396,1968,4,"1968-4-15 00:00:00",0
1968.38,-0.356298,1968,5,"1968-5-15 00:00:00",0
1968.46,0.281145,1968,6,"1968-6-15 00:00:00",0
1968.54,0.438663,1968,7,"1968-7-15 00:00:00",0
1968.62,0.417404,1968,8,"1968-8-15 00:00:00",0
1968.71,0.114237,1968,9,"1968-9-15 00:00:00",0
1969.79,0.717937,1969,10,"1969-10-15 00:00:00",1
1969.88,0.815746,1969,11,"1969-11-15 00:00:00",1
1969.04,0.93951,1969,1,"1969-1-15 00:00:00",1
1969.96,0.702532,1969,12,"1969-12-15 00:00:00",1
1969.12,1.0215,1969,2,"1969-2-15 00:00:00",1
1969.21,0.64698,1969,3,"1969-3-15 00:00:00",1
1969.29,0.391575,1969,4,"1969-4-15 00:00:00",0
1969.38,0.463831,1969,5,"1969-5-15 00:00:00",0
1969.46,0.356815,1969,6,"1969-6-15 00:00:00",0
1969.54,0.214264,1969,7,"1969-7-15 00:00:00",0
1969.62,0.600426,1969,8,"1969-8-15 00:00:00",1
1969.71,0.528715,1969,9,"1969-9-15 00:00:00",1
1970.79,-0.600372,1970,10,"1970-10-15 00:00:00",-1
1970.88,-0.789764,1970,11,"1970-11-15 00:00:00",-1
1970.04,0.59531,1970,1,"1970-1-15 00:00:00",1
1970.96,-1.09575,1970,12,"1970-12-15 00:00:00",-1
1970.12,0.368706,1970,2,"1970-2-15 00:00:00",0
1970.21,0.310221,1970,3,"1970-3-15 00:00:00",0
1970.29,0.243584,1970,4,"1970-4-15 00:00:00",0
1970.38,0.0816402,1970,5,"1970-5-15 00:00:00",0
1970.46,-0.222235,1970,6,"1970-6-15 00:00:00",0
1970.54,-0.876486,1970,7,"1970-7-15 00:00:00",-1
1970.62,-0.883785,1970,8,"1970-8-15 00:00:00",-1
1970.71,-0.733274,1970,9,"1970-9-15 00:00:00",-1
1971.79,-0.736723,1971,10,"1971-10-15 00:00:00",-1
1971.88,-0.799685,1971,11,"1971-11-15 00:00:00",-1
1971.04,-1.41523,1971,1,"1971-1-15 00:00:00",-1
1971.96,-0.892168,1971,12,"1971-12-15 00:00:00",-1
1971.12,-1.26996,1971,2,"1971-2-15 00:00:00",-1
1971.21,-1.23919,1971,3,"1971-3-15 00:00:00",-1
1971.29,-0.903816,1971,4,"1971-4-15 00:00:00",-1
1971.38,-0.74213,1971,5,"1971-5-15 00:00:00",-1
1971.46,-0.695326,1971,6,"1971-6-15 00:00:00",-1
1971.54,-0.521816,1971,7,"1971-7-15 00:00:00",-1
1971.62,-0.568325,1971,8,"1971-8-15 00:00:00",-1
1971.71,-0.692764,1971,9,"1971-9-15 00:00:00",-1
1972.79,1.82839,1972,10,"1972-10-15 00:00:00",2
1972.88,1.95064,1972,11,"1972-11-15 00:00:00",2
1972.04,-0.53429,1972,1,"1972-1-15 00:00:00",-1
1972.96,2.22238,1972,12,"1972-12-15 00:00:00",2
1972.12,-0.210104,1972,2,"1972-2-15 00:00:00",0
1972.21,-0.20689,1972,3,"1972-3-15 00:00:00",0
1972.29,0.275764,1972,4,"1972-4-15 00:00:00",0
1972.38,0.402161,1972,5,"1972-5-15 00:00:00",0
1972.46,0.740234,1972,6,"1972-6-15 00:00:00",1
1972.54,0.944603,1972,7,"1972-7-15 00:00:00",1
1972.62,1.39784,1972,8,"1972-8-15 00:00:00",1
1972.71,1.2512,1972,9,"1972-9-15 00:00:00",1
1973.79,-1.53353,1973,10,"1973-10-15 00:00:00",-2
1973.88,-2.01587,1973,11,"1973-11-15 00:00:00",-2
1973.04,1.65373,1973,1,"1973-1-15 00:00:00",2
1973.96,-2.15945,1973,12,"1973-12-15 00:00:00",-2
1973.12,1.0994,1973,2,"1973-2-15 00:00:00",1
1973.21,0.62874,1973,3,"1973-3-15 00:00:00",1
1973.29,-0.000455856,1973,4,"1973-4-15 00:00:00",0
1973.38,-0.4865,1973,5,"1973-5-15 00:00:00",0
1973.46,-0.769396,1973,6,"1973-6-15 00:00:00",-1
1973.54,-1.03434,1973,7,"1973-7-15 00:00:00",-1
1973.62,-1.12873,1973,8,"1973-8-15 00:00:00",-1
1973.71,-1.34683,1973,9,"1973-9-15 00:00:00",-1
1974.79,-0.698872,1974,10,"1974-10-15 00:00:00",-1
1974.88,-0.896465,1974,11,"1974-11-15 00:00:00",-1
1974.04,-1.97541,1974,1,"1974-1-15 00:00:00",-2
1974.96,-0.842337,1974,12,"1974-12-15 00:00:00",-1
1974.12,-1.49544,1974,2,"1974-2-15 00:00:00",-1
1974.21,-1.3868,1974,3,"1974-3-15 00:00:00",-1
1974.29,-0.925825,1974,4,"1974-4-15 00:00:00",-1
1974.38,-0.71241,1974,5,"1974-5-15 00:00:00",-1
1974.46,-0.607056,1974,6,"1974-6-15 00:00:00",-1
1974.54,-0.525427,1974,7,"1974-7-15 00:00:00",-1
1974.62,-0.227474,1974,8,"1974-8-15 00:00:00",0
1974.71,-0.285294,1974,9,"1974-9-15 00:00:00",0
1975.79,-1.41776,1975,10,"1975-10-15 00:00:00",-1
1975.88,-1.39425,1975,11,"1975-11-15 00:00:00",-1
1975.04,-0.317539,1975,1,"1975-1-15 00:00:00",0
1975.96,-1.62246,1975,12,"1975-12-15 00:00:00",-2
1975.12,-0.320423,1975,2,"1975-2-15 00:00:00",0
1975.21,-0.55028,1975,3,"1975-3-15 00:00:00",-1
1975.29,-0.518166,1975,4,"1975-4-15 00:00:00",-1
1975.38,-0.924559,1975,5,"1975-5-15 00:00:00",-1
1975.46,-1.174,1975,6,"1975-6-15 00:00:00",-1
1975.54,-1.12192,1975,7,"1975-7-15 00:00:00",-1
1975.62,-1.06984,1975,8,"1975-8-15 00:00:00",-1
1975.71,-1.37908,1975,9,"1975-9-15 00:00:00",-1
1976.79,0.913017,1976,10,"1976-10-15 00:00:00",1
1976.88,0.951296,1976,11,"1976-11-15 00:00:00",1
1976.04,-1.76501,1976,1,"1976-1-15 00:00:00",-2
1976.96,0.664003,1976,12,"1976-12-15 00:00:00",1
1976.12,-1.04583,1976,2,"1976-2-15 00:00:00",-1
1976.21,-0.626049,1976,3,"1976-3-15 00:00:00",-1
1976.29,-0.351486,1976,4,"1976-4-15 00:00:00",0
1976.38,-0.411989,1976,5,"1976-5-15 00:00:00",0
1976.46,0.0942345,1976,6,"1976-6-15 00:00:00",0
1976.54,0.277714,1976,7,"1976-7-15 00:00:00",0
1976.62,0.403015,1976,8,"1976-8-15 00:00:00",0
1976.71,0.630636,1976,9,"1976-9-15 00:00:00",1
1977.79,0.943758,1977,10,"1977-10-15 00:00:00",1
1977.88,1.09595,1977,11,"1977-11-15 00:00:00",1
1977.04,0.896191,1977,1,"1977-1-15 00:00:00",1
1977.96,1.10092,1977,12,"1977-12-15 00:00:00",1
1977.12,0.566776,1977,2,"1977-2-15 00:00:00",1
1977.21,0.446609,1977,3,"1977-3-15 00:00:00",0
1977.29,-0.186636,1977,4,"1977-4-15 00:00:00",0
1977.38,0.0516605,1977,5,"1977-5-15 00:00:00",0
1977.46,0.449055,1977,6,"1977-6-15 00:00:00",0
1977.54,0.553644,1977,7,"1977-7-15 00:00:00",1
1977.62,0.322245,1977,8,"1977-8-15 00:00:00",0
1977.71,0.489666,1977,9,"1977-9-15 00:00:00",0
1978.79,-0.288841,1978,10,"1978-10-15 00:00:00",0
1978.88,-0.0899754,1978,11,"1978-11-15 00:00:00",0
1978.04,0.76939,1978,1,"1978-1-15 00:00:00",1
1978.96,0.0940533,1978,12,"1978-12-15 00:00:00",0
1978.12,0.519197,1978,2,"1978-2-15 00:00:00",1
1978.21,0.112141,1978,3,"1978-3-15 00:00:00",0
1978.29,-0.307716,1978,4,"1978-4-15 00:00:00",0
1978.38,-0.418098,1978,5,"1978-5-15 00:00:00",0
1978.46,-0.358776,1978,6,"1978-6-15 00:00:00",0
1978.54,-0.364437,1978,7,"1978-7-15 00:00:00",0
1978.62,-0.533396,1978,8,"1978-8-15 00:00:00",-1
1978.71,-0.541325,1978,9,"1978-9-15 00:00:00",-1
1979.79,0.375978,1979,10,"1979-10-15 00:00:00",0
1979.88,0.417965,1979,11,"1979-11-15 00:00:00",0
1979.04,0.0915413,1979,1,"1979-1-15 00:00:00",0
1979.96,0.708153,1979,12,"1979-12-15 00:00:00",1
1979.12,0.101566,1979,2,"1979-2-15 00:00:00",0
1979.21,0.173441,1979,3,"1979-3-15 00:00:00",0
1979.29,0.246214,1979,4,"1979-4-15 00:00:00",0
1979.38,-0.00260925,1979,5,"1979-5-15 00:00:00",0
1979.46,0.132654,1979,6,"1979-6-15 00:00:00",0
1979.54,-0.089426,1979,7,"1979-7-15 00:00:00",0
1979.62,0.302475,1979,8,"1979-8-15 00:00:00",0
1979.71,0.543627,1979,9,"1979-9-15 00:00:00",1
1980.79,-0.0677719,1980,10,"1980-10-15 00:00:00",0
1980.88,0.154566,1980,11,"1980-11-15 00:00:00",0
1980.04,0.595881,1980,1,"1980-1-15 00:00:00",1
1980.96,0.374023,1980,12,"1980-12-15 00:00:00",0
1980.12,0.337708,1980,2,"1980-2-15 00:00:00",0
1980.21,0.141361,1980,3,"1980-3-15 00:00:00",0
1980.29,0.265854,1980,4,"1980-4-15 00:00:00",0
1980.38,0.21015,1980,5,"1980-5-15 00:00:00",0
1980.46,0.457134,1980,6,"1980-6-15 00:00:00",0
1980.54,0.129944,1980,7,"1980-7-15 00:00:00",0
1980.62,-0.154005,1980,8,"1980-8-15 00:00:00",0
1980.71,-0.0755234,1980,9,"1980-9-15 00:00:00",0
1981.79,0.0188274,1981,10,"1981-10-15 00:00:00",0
1981.88,-0.202475,1981,11,"1981-11-15 00:00:00",0
1981.04,-0.412779,1981,1,"1981-1-15 00:00:00",0
1981.96,0.079422,1981,12,"1981-12-15 00:00:00",0
1981.12,-0.446844,1981,2,"1981-2-15 00:00:00",0
1981.21,0.0270901,1981,3,"1981-3-15 00:00:00",0
1981.29,-0.0982151,1981,4,"1981-4-15 00:00:00",0
1981.38,-0.0240688,1981,5,"1981-5-15 00:00:00",0
1981.46,-0.0574856,1981,6,"1981-6-15 00:00:00",0
1981.54,-0.318056,1981,7,"1981-7-15 00:00:00",0
1981.62,-0.0954342,1981,8,"1981-8-15 00:00:00",0
1981.71,-0.00943375,1981,9,"1981-9-15 00:00:00",0
1982.79,2.05959,1982,10,"1982-10-15 00:00:00",2
1982.88,2.15092,1982,11,"1982-11-15 00:00:00",2
1982.04,0.0175209,1982,1,"1982-1-15 00:00:00",0
1982.96,2.37697,1982,12,"1982-12-15 00:00:00",2
1982.12,-0.109333,1982,2,"1982-2-15 00:00:00",0
1982.21,0.0366497,1982,3,"1982-3-15 00:00:00",0
1982.29,0.315134,1982,4,"1982-4-15 00:00:00",0
1982.38,0.73167,1982,5,"1982-5-15 00:00:00",1
1982.46,1.01423,1982,6,"1982-6-15 00:00:00",1
1982.54,0.749994,1982,7,"1982-7-15 00:00:00",1
1982.62,1.01657,1982,8,"1982-8-15 00:00:00",1
1982.71,1.45175,1982,9,"1982-9-15 00:00:00",1
1983.79,-0.982113,1983,10,"1983-10-15 00:00:00",-1
1983.88,-1.07192,1983,11,"1983-11-15 00:00:00",-1
1983.04,2.50554,1983,1,"1983-1-15 00:00:00",3
1983.96,-0.932768,1983,12,"1983-12-15 00:00:00",-1
1983.12,2.25759,1983,2,"1983-2-15 00:00:00",2
1983.21,1.76648,1983,3,"1983-3-15 00:00:00",2
1983.29,1.21397,1983,4,"1983-4-15 00:00:00",1
1983.38,1.21896,1983,5,"1983-5-15 00:00:00",1
1983.46,0.718235,1983,6,"1983-6-15 00:00:00",1
1983.54,0.00587463,1983,7,"1983-7-15 00:00:00",0
1983.62,-0.0397148,1983,8,"1983-8-15 00:00:00",0
1983.71,-0.434553,1983,9,"1983-9-15 00:00:00",0
1984.79,-0.784122,1984,10,"1984-10-15 00:00:00",-1
1984.88,-1.11569,1984,11,"1984-11-15 00:00:00",-1
1984.04,-0.742239,1984,1,"1984-1-15 00:00:00",-1
1984.96,-1.51877,1984,12,"1984-12-15 00:00:00",-2
1984.12,-0.511374,1984,2,"1984-2-15 00:00:00",-1
1984.21,-0.415779,1984,3,"1984-3-15 00:00:00",0
1984.29,-0.518435,1984,4,"1984-4-15 00:00:00",-1
1984.38,-0.552599,1984,5,"1984-5-15 00:00:00",-1
1984.46,-0.809986,1984,6,"1984-6-15 00:00:00",-1
1984.54,-0.286566,1984,7,"1984-7-15 00:00:00",0
1984.62,-0.313765,1984,8,"1984-8-15 00:00:00",0
1984.71,-0.292383,1984,9,"1984-9-15 00:00:00",0
1985.79,-0.594563,1985,10,"1985-10-15 00:00:00",-1
1985.88,-0.372435,1985,11,"1985-11-15 00:00:00",0
1985.04,-0.84193,1985,1,"1985-1-15 00:00:00",-1
1985.96,-0.386648,1985,12,"1985-12-15 00:00:00",0
1985.12,-0.900173,1985,2,"1985-2-15 00:00:00",-1
1985.21,-0.905289,1985,3,"1985-3-15 00:00:00",-1
1985.29,-0.907206,1985,4,"1985-4-15 00:00:00",-1
1985.38,-0.814529,1985,5,"1985-5-15 00:00:00",-1
1985.46,-0.666796,1985,6,"1985-6-15 00:00:00",-1
1985.54,-0.489656,1985,7,"1985-7-15 00:00:00",0
1985.62,-0.412806,1985,8,"1985-8-15 00:00:00",0
1985.71,-0.514334,1985,9,"1985-9-15 00:00:00",-1
1986.79,0.950268,1986,10,"1986-10-15 00:00:00",1
1986.88,1.10975,1986,11,"1986-11-15 00:00:00",1
1986.04,-0.740799,1986,1,"1986-1-15 00:00:00",-1
1986.96,1.00037,1986,12,"1986-12-15 00:00:00",1
1986.12,-0.630323,1986,2,"1986-2-15 00:00:00",-1
1986.21,-0.451069,1986,3,"1986-3-15 00:00:00",0
1986.29,-0.329786,1986,4,"1986-4-15 00:00:00",0
1986.38,-0.389309,1986,5,"1986-5-15 00:00:00",0
1986.46,0.0123043,1986,6,"1986-6-15 00:00:00",0
1986.54,0.271433,1986,7,"1986-7-15 00:00:00",0
1986.62,0.311926,1986,8,"1986-8-15 00:00:00",0
1986.71,0.642136,1986,9,"1986-9-15 00:00:00",1
1987.79,1.41345,1987,10,"1987-10-15 00:00:00",1
1987.88,1.35343,1987,11,"1987-11-15 00:00:00",1
1987.04,1.2538,1987,1,"1987-1-15 00:00:00",1
1987.96,1.06746,1987,12,"1987-12-15 00:00:00",1
1987.12,1.19321,1987,2,"1987-2-15 00:00:00",1
1987.21,1.29737,1987,3,"1987-3-15 00:00:00",1
1987.29,0.967125,1987,4,"1987-4-15 00:00:00",1
1987.38,0.9979,1987,5,"1987-5-15 00:00:00",1
1987.46,1.33191,1987,6,"1987-6-15 00:00:00",1
1987.54,1.4596,1987,7,"1987-7-15 00:00:00",1
1987.62,1.56952,1987,8,"1987-8-15 00:00:00",2
1987.71,1.59071,1987,9,"1987-9-15 00:00:00",2
1988.79,-2.04216,1988,10,"1988-10-15 00:00:00",-2
1988.88,-2.11856,1988,11,"1988-11-15 00:00:00",-2
1988.04,0.742121,1988,1,"1988-1-15 00:00:00",1
1988.96,-1.96668,1988,12,"1988-12-15 00:00:00",-2
1988.12,0.366037,1988,2,"1988-2-15 00:00:00",0
1988.21,0.342281,1988,3,"1988-3-15 00:00:00",0
1988.29,-0.414305,1988,4,"1988-4-15 00:00:00",0
1988.38,-0.969719,1988,5,"1988-5-15 00:00:00",-1
1988.46,-1.37547,1988,6,"1988-6-15 00:00:00",-1
1988.54,-1.43074,1988,7,"1988-7-15 00:00:00",-1
1988.62,-1.36954,1988,8,"1988-8-15 00:00:00",-1
1988.71,-1.28531,1988,9,"1988-9-15 00:00:00",-1
1989.79,-0.349663,1989,10,"1989-10-15 00:00:00",0
1989.88,-0.236534,1989,11,"1989-11-15 00:00:00",0
1989.04,-1.89728,1989,1,"1989-1-15 00:00:00",-2
1989.96,-0.114677,1989,12,"1989-12-15 00:00:00",0
1989.12,-1.3526,1989,2,"1989-2-15 00:00:00",-1
1989.21,-1.26624,1989,3,"1989-3-15 00:00:00",-1
1989.29,-1.03167,1989,4,"1989-4-15 00:00:00",-1
1989.38,-0.711939,1989,5,"1989-5-15 00:00:00",-1
1989.46,-0.543705,1989,6,"1989-6-15 00:00:00",-1
1989.54,-0.344397,1989,7,"1989-7-15 00:00:00",0
1989.62,-0.500025,1989,8,"1989-8-15 00:00:00",-1
1989.71,-0.329794,1989,9,"1989-9-15 00:00:00",0
1990.79,0.168098,1990,10,"1990-10-15 00:00:00",0
1990.88,0.128296,1990,11,"1990-11-15 00:00:00",0
1990.04,0.068121,1990,1,"1990-1-15 00:00:00",0
1990.96,0.321413,1990,12,"1990-12-15 00:00:00",0
1990.12,0.368826,1990,2,"1990-2-15 00:00:00",0
1990.21,0.249441,1990,3,"1990-3-15 00:00:00",0
1990.29,0.331085,1990,4,"1990-4-15 00:00:00",0
1990.38,0.40925,1990,5,"1990-5-15 00:00:00",0
1990.46,0.0912437,1990,6,"1990-6-15 00:00:00",0
